timestamp,delay
2020-06-11T16:54:45.511137+00:00,0.0008133680021273904
2020-06-11T16:54:46.511628+00:00,0.00022341499425237998
2020-06-11T16:54:47.511703+00:00,-0.00022240899852477014
2020-06-11T16:54:48.511909+00:00,-5.3140000090934336e-05
2020-06-11T16:54:49.512042+00:00,-9.217600018018857e-05
2020-06-11T16:54:50.513389+00:00,0.0006211510044522583
2020-06-11T16:54:51.523889+00:00,0.0101239289942896
2020-06-11T16:54:52.525317+00:00,0.0006826680037193
2020-06-11T16:54:53.526003+00:00,-8.136199903674424e-05
2020-06-11T16:54:54.527012+00:00,0.0001384209972457029
2020-06-11T16:54:55.528273+00:00,0.0005966710014035925
2020-06-11T16:54:56.529390+00:00,0.0008934359939303249
2020-06-11T16:54:57.549237+00:00,0.01954368299630005
2020-06-11T16:54:58.551177+00:00,0.001160752995929215
2020-06-11T16:54:59.561762+00:00,0.010205837999819778
2020-06-11T16:55:00.563248+00:00,0.000876082995091565
2020-06-11T16:55:01.563492+00:00,-0.000443413999164477
2020-06-11T16:55:02.563969+00:00,-0.0001333170002908446
2020-06-11T16:55:03.574864+00:00,0.010194290996878408
2020-06-11T16:55:04.576056+00:00,0.0005522110004676506
2020-06-11T16:55:05.586722+00:00,0.00990035599534167
2020-06-11T16:55:06.588004+00:00,0.0006778529932489619
2020-06-11T16:55:07.639443+00:00,0.050649885000893846
2020-06-11T16:55:08.640455+00:00,0.0004101779995835386
2020-06-11T16:55:09.684057+00:00,0.0428387899955851
2020-06-11T16:55:10.685116+00:00,0.00040304000140167773
2020-06-11T16:55:11.748844+00:00,0.06305999100004556
2020-06-11T16:55:12.749889+00:00,0.00045061000128043815
2020-06-11T16:55:13.823848+00:00,0.07328249900456285
2020-06-11T16:55:14.825579+00:00,0.0009846070024650544
2020-06-11T16:55:15.833794+00:00,0.007374381006229669
2020-06-11T16:55:16.833623+00:00,-0.00038601100095547736
2020-06-11T16:55:18.099766+00:00,0.26595036200160393
2020-06-11T16:55:19.101664+00:00,0.0012335159990470856
2020-06-11T16:55:20.127382+00:00,0.024904470999899786
2020-06-11T16:55:21.128672+00:00,0.0009522679974907078
2020-06-11T16:55:22.142226+00:00,0.012892170998384245
2020-06-11T16:55:23.143408+00:00,0.0005336520043783821
2020-06-11T16:55:24.167101+00:00,0.02302473100280622
2020-06-11T16:55:25.168269+00:00,0.0003777329984586686
2020-06-11T16:55:26.204593+00:00,0.03548399099963717
2020-06-11T16:55:27.204814+00:00,-0.00024708599812584
2020-06-11T16:55:28.440824+00:00,0.23578996500145877
2020-06-11T16:55:29.496443+00:00,0.055001965003611986
2020-06-11T16:55:30.497239+00:00,0.0005817209967062809
2020-06-11T16:55:31.583438+00:00,0.08597817600093549
2020-06-11T16:55:32.584337+00:00,0.0002569389980635606
2020-06-11T16:55:33.611339+00:00,0.02629731000342872
2020-06-11T16:55:34.612261+00:00,0.0002874690035241656
2020-06-11T16:55:35.708665+00:00,0.09565915900020627
2020-06-11T16:55:36.709565+00:00,0.0002856799983419478
2020-06-11T16:55:37.923037+00:00,0.21276394600135973
2020-06-11T16:55:38.924604+00:00,0.0009578710014466196
2020-06-11T16:55:40.146774+00:00,0.22136001299804775
2020-06-11T16:55:41.147255+00:00,0.00026475900085642934
2020-06-11T16:55:42.370506+00:00,0.22260920900589554
2020-06-11T16:55:43.401502+00:00,0.030353531998116523
2020-06-11T16:55:44.524140+00:00,0.1219731689998298
2020-06-11T16:55:45.641293+00:00,0.11688441400474403
2020-06-11T16:55:46.665958+00:00,0.024236498000391293
2020-06-11T16:55:47.845834+00:00,0.17924886399850948
2020-06-11T16:55:48.885244+00:00,0.038810726000519935
2020-06-11T16:55:50.089400+00:00,0.20387878700421425
2020-06-11T16:55:51.090016+00:00,0.00043275999632896855
2020-06-11T16:55:52.411824+00:00,0.3211362539950642
2020-06-11T16:55:53.479966+00:00,0.06749237100302707
2020-06-11T16:55:54.595855+00:00,0.11558606699691154
2020-06-11T16:55:55.782854+00:00,0.18617871800233843
2020-06-11T16:55:56.832107+00:00,0.048992400006682146
2020-06-11T16:55:58.040762+00:00,0.20780222499888623
2020-06-11T16:55:59.123385+00:00,0.08179037499940023
2020-06-11T16:56:00.269996+00:00,0.14599157900374848
2020-06-11T16:56:01.271533+00:00,0.0007398470042971894
2020-06-11T16:56:02.391444+00:00,0.11923983499582391
2020-06-11T16:56:03.434644+00:00,0.042356224003015086
2020-06-11T16:56:04.661722+00:00,0.22645083800307475
2020-06-11T16:56:05.783668+00:00,0.12134710299869766
2020-06-11T16:56:07.004887+00:00,0.22094550800102297
2020-06-11T16:56:08.595029+00:00,0.589533999998821
2020-06-11T16:56:09.766016+00:00,0.17036882400134346
2020-06-11T16:56:11.152651+00:00,0.3859821430014563
2020-06-11T16:56:12.566234+00:00,0.4129815740016056
2020-06-11T16:56:13.588478+00:00,0.021653679003065918
2020-06-11T16:56:14.797603+00:00,0.20829902999685146
2020-06-11T16:56:16.092944+00:00,0.2947306909991312
